"日期","收盘","开盘","高","低","交易量","涨跌幅"
"2024年10月29日","73,340.0","70,500.0","74,485.0","70,460.0","13.10K","4.32%"
"2024年10月28日","70,300.0","68,185.0","70,600.0","68,070.0","8.45K","2.73%"
"2024年10月25日","68,430.5","68,500.0","68,685.0","67,315.0","0.67K","0.32%"
"2024年10月24日","68,215.0","66,430.0","68,345.0","66,330.0","6.81K","2.80%"
"2024年10月23日","66,360.0","67,610.0","67,870.0","65,210.0","12.27K","-1.67%"
"2024年10月22日","67,490.0","67,800.0","67,940.0","66,565.0","10.75K","-0.44%"
"2024年10月21日","67,790.0","69,295.0","69,635.0","66,855.0","14.15K","-1.45%"
"2024年10月18日","68,785.0","67,245.0","69,255.0","67,245.0","12.55K","2.81%"
"2024年10月17日","66,905.0","67,810.0","68,150.0","66,765.0","7.48K","-1.50%"
"2024年10月16日","67,925.0","66,670.0","68,695.0","66,665.0","8.33K","1.05%"
"2024年10月15日","67,220.0","65,950.0","68,225.0","65,005.0","15.06K","1.63%"
"2024年10月14日","66,145.0","63,150.0","66,580.0","62,645.0","13.38K","4.49%"
"2024年10月11日","63,305.0","60,220.0","63,675.0","59,990.0","12.26K","5.87%"
"2024年10月10日","59,795.0","60,920.0","61,450.0","58,945.0","8.55K","-2.16%"
"2024年10月9日","61,115.0","62,545.0","62,720.0","60,440.0","6.18K","-2.06%"
"2024年10月8日","62,400.0","63,600.0","63,600.0","61,995.0","6.54K","-1.83%"
"2024年10月7日","63,560.0","62,675.0","64,770.0","62,615.0","8.35K","0.75%"
"2024年10月6日","63,087.5","63,492.5","63,492.5","62,602.5","-","0.59%"
"2024年10月4日","62,715.0","61,125.0","63,085.0","60,635.0","7.56K","2.32%"
"2024年10月3日","61,295.0","61,000.0","61,685.0","60,070.0","6.98K","1.43%"
"2024年10月2日","60,430.0","61,360.0","62,665.0","60,265.0","9.31K","-2.48%"
"2024年10月1日","61,965.0","64,040.0","64,430.0","60,450.0","13.50K","-2.79%"
"2024年9月30日","63,745.0","66,285.0","66,400.0","63,340.0","12.43K","-3.36%"
"2024年9月29日","65,960.0","66,500.0","66,520.0","65,880.0","-","-0.36%"
"2024年9月27日","66,196.9","65,185.0","66,240.0","64,860.0","0.69K","2.26%"
"2024年9月26日","64,735.0","63,440.0","65,920.0","62,670.0","11.42K","2.43%"
"2024年9月25日","63,200.0","64,205.0","64,975.0","63,005.0","10.12K","-1.95%"
"2024年9月24日","64,460.0","63,360.0","64,720.0","62,745.0","12.63K","1.74%"
"2024年9月23日","63,360.0","62,935.0","64,835.0","62,430.0","10.08K","0.68%"
"2024年9月20日","62,935.0","63,000.0","64,200.0","62,430.0","10.83K","-0.76%"
"2024年9月19日","63,415.0","60,420.0","64,045.0","60,345.0","11.00K","5.45%"
"2024年9月18日","60,140.0","60,395.0","61,495.0","59,270.0","10.26K","0.06%"
"2024年9月17日","60,105.0","58,020.0","61,560.0","57,665.0","14.61K","3.66%"
"2024年9月16日","57,985.0","59,920.0","59,920.0","57,550.0","9.57K","-2.10%"
"2024年9月15日","59,227.5","60,310.0","60,625.0","58,782.5","-","-1.18%"
"2024年9月13日","59,935.0","58,180.0","60,245.0","57,810.0","9.73K","2.31%"
"2024年9月12日","58,580.0","57,545.0","58,755.0","57,415.0","7.15K","1.24%"
"2024年9月11日","57,860.0","57,765.0","58,210.0","55,645.0","12.20K","-0.58%"
"2024年9月10日","58,195.0","57,500.0","58,265.0","56,610.0","6.72K","1.37%"
"2024年9月9日","57,410.0","54,565.0","57,480.0","54,545.0","11.26K","6.92%"
"2024年9月6日","53,695.0","56,375.0","57,270.0","52,820.0","14.27K","-4.48%"
"2024年9月5日","56,215.0","58,485.0","58,665.0","55,955.0","10.65K","-3.67%"
"2024年9月4日","58,355.0","58,365.0","58,840.0","55,725.0","10.98K","0.20%"
"2024年9月3日","58,240.0","58,645.0","60,185.0","57,315.0","11.64K","-1.56%"
"2024年8月30日","59,165.6","59,020.0","59,900.0","58,700.0","0.85K","-0.18%"
"2024年8月29日","59,275.0","59,220.0","61,235.0","58,825.0","9.50K","0.55%"
"2024年8月28日","58,950.0","60,485.0","60,485.0","57,885.0","13.77K","-5.00%"
"2024年8月27日","62,055.0","63,255.0","63,510.0","61,445.0","11.85K","-2.01%"
"2024年8月26日","63,330.0","64,500.0","65,200.0","63,120.0","11.30K","-1.56%"
"2024年8月25日","64,332.5","63,137.5","65,140.0","63,107.5","-","0.81%"
"2024年8月23日","63,815.0","60,610.0","64,000.0","60,365.0","19.99K","5.74%"
"2024年8月22日","60,350.0","61,410.0","61,700.0","59,840.0","9.97K","-2.24%"
"2024年8月21日","61,730.0","59,365.0","61,995.0","58,900.0","8.98K","3.45%"
"2024年8月20日","59,670.0","59,175.0","61,650.0","58,690.0","10.87K","0.79%"
"2024年8月19日","59,200.0","59,700.0","59,810.0","58,000.0","6.58K","1.03%"
"2024年8月18日","58,595.0","59,517.5","60,080.0","58,582.5","-","-2.33%"
"2024年8月16日","59,990.0","57,755.0","60,130.0","57,270.0","10.52K","4.84%"
"2024年8月15日","57,220.0","59,000.0","60,050.0","56,295.0","9.29K","-3.15%"
"2024年8月14日","59,080.0","61,270.0","62,200.0","58,855.0","7.78K","-3.31%"
"2024年8月13日","61,105.0","59,415.0","61,895.0","58,600.0","7.45K","3.22%"
"2024年8月12日","59,200.0","59,250.0","60,910.0","57,945.0","8.52K","0.36%"
"2024年8月11日","58,990.0","59,802.5","59,802.5","58,742.0","-","-3.28%"
"2024年8月9日","60,990.0","60,620.0","62,970.0","59,810.0","8.41K","2.17%"
"2024年8月8日","59,695.0","55,635.0","60,240.0","54,790.0","11.46K","8.54%"
"2024年8月7日","55,000.0","56,805.0","58,030.0","54,870.0","9.71K","-3.75%"
"2024年8月6日","57,145.0","54,705.0","57,420.0","54,230.0","11.49K","6.28%"
"2024年8月5日","53,770.0","58,885.0","59,445.0","49,365.0","30.88K","-8.05%"
"2024年8月4日","58,480.0","63,515.0","63,515.0","58,312.5","-","-7.09%"
"2024年8月2日","62,945.0","65,200.0","66,065.0","62,470.0","11.76K","-1.32%"
"2024年8月1日","63,790.0","65,365.0","65,720.0","62,615.0","11.02K","-2.88%"
"2024年7月31日","65,685.0","66,835.0","67,360.0","65,030.0","7.24K","-1.05%"
"2024年7月30日","66,385.0","67,970.0","68,135.0","65,800.0","8.10K","-2.17%"
"2024年7月29日","67,860.0","68,930.0","70,825.0","67,035.0","12.49K","-1.63%"
"2024年7月28日","68,987.5","68,255.0","69,125.0","68,255.0","-","2.33%"
"2024年7月26日","67,414.8","65,700.0","68,010.0","65,620.0","1.12K","4.20%"
"2024年7月25日","64,695.0","65,740.0","65,770.0","63,440.0","8.96K","-1.53%"
"2024年7月24日","65,700.0","65,895.0","67,230.0","65,535.0","10.51K","0.21%"
"2024年7月23日","65,565.0","68,095.0","68,135.0","65,495.0","12.32K","-4.06%"
"2024年7月22日","68,340.0","68,655.0","68,655.0","66,670.0","13.30K","0.12%"
"2024年7月21日","68,260.0","67,795.0","68,837.5","67,795.0","-","1.16%"
"2024年7月19日","67,480.0","64,045.0","67,740.0","63,430.0","17.39K","6.02%"
"2024年7月18日","63,650.0","64,540.0","65,390.0","63,340.0","7.89K","-1.67%"
"2024年7月17日","64,730.0","64,805.0","66,295.0","64,015.0","8.51K","-1.10%"
"2024年7月16日","65,450.0","63,845.0","65,505.0","62,680.0","11.09K","2.75%"
"2024年7月15日","63,700.0","60,985.0","64,210.0","60,845.0","13.38K","4.48%"
"2024年7月14日","60,967.5","58,057.5","61,625.0","57,905.0","-","5.40%"
"2024年7月12日","57,845.0","57,565.0","58,790.0","56,685.0","6.81K","0.46%"
"2024年7月11日","57,580.0","57,685.0","59,895.0","57,235.0","7.91K","-0.08%"
"2024年7月10日","57,625.0","58,120.0","59,740.0","57,365.0","6.65K","-0.92%"
"2024年7月9日","58,160.0","56,825.0","58,570.0","56,540.0","7.07K","2.48%"
"2024年7月8日","56,755.0","56,850.0","58,525.0","54,580.0","10.64K","1.19%"
"2024年7月7日","56,085.0","56,895.0","57,105.0","56,010.0","-","-1.06%"
"2024年7月5日","56,685.0","60,300.0","60,635.0","53,635.0","18.53K","-1.01%"
"2024年7月4日","57,262.5","60,410.0","60,635.0","56,915.0","-","-4.28%"
"2024年7月3日","59,825.0","62,275.0","62,510.0","59,740.0","7.86K","-3.80%"
"2024年7月2日","62,185.0","63,535.0","63,630.0","62,035.0","6.49K","-2.37%"
"2024年7月1日","63,695.0","62,085.0","64,335.0","62,085.0","9.32K","0.84%"
"2024年6月30日","63,165.0","61,177.5","63,525.0","61,177.5","-","3.51%"
"2024年6月28日","61,024.2","61,415.0","62,210.0","60,895.0","0.86K","-0.56%"
"2024年6月27日","61,365.0","61,000.0","62,415.0","60,605.0","6.72K","0.70%"
"2024年6月26日","60,940.0","61,995.0","62,495.0","60,690.0","9.05K","-1.80%"
"2024年6月25日","62,055.0","59,950.0","62,460.0","59,890.0","13.61K","4.92%"
"2024年6月24日","59,145.0","64,005.0","64,005.0","58,410.0","15.69K","-6.43%"
"2024年6月23日","63,212.5","64,365.0","64,397.5","63,202.5","-","-1.63%"
"2024年6月21日","64,260.0","65,185.0","65,260.0","63,395.0","9.35K","-1.29%"
"2024年6月20日","65,100.0","65,190.0","66,675.0","64,595.0","9.08K","0.06%"
"2024年6月19日","65,062.5","65,265.0","65,825.0","64,752.5","-","0.91%"
"2024年6月18日","64,475.0","66,695.0","66,920.0","64,080.0","9.77K","-3.57%"
"2024年6月17日","66,865.0","66,350.0","67,525.0","65,180.0","7.92K","-0.01%"
"2024年6月16日","66,870.0","66,387.5","67,305.0","66,350.0","-","1.87%"
"2024年6月14日","65,640.0","67,260.0","67,655.0","65,200.0","6.56K","-1.82%"
"2024年6月13日","66,860.0","68,855.0","68,855.0","66,395.0","7.28K","-1.50%"
"2024年6月12日","67,875.0","67,710.0","70,480.0","67,220.0","10.97K","0.21%"
"2024年6月11日","67,735.0","69,775.0","69,895.0","66,335.0","10.98K","-3.06%"
"2024年6月10日","69,875.0","69,995.0","70,655.0","69,480.0","4.48K","-0.11%"
"2024年6月9日","69,955.0","69,480.0","70,245.0","69,480.0","-","0.29%"
"2024年6月7日","69,755.0","71,260.0","72,660.0","68,595.0","11.27K","-1.70%"
"2024年6月6日","70,960.0","71,840.0","72,265.0","70,515.0","5.01K","-1.29%"
"2024年6月5日","71,890.0","71,155.0","72,455.0","70,840.0","6.98K","1.13%"
"2024年6月4日","71,085.0","69,560.0","71,770.0","68,965.0","8.79K","2.05%"
"2024年6月3日","69,660.0","68,200.0","70,975.0","68,070.0","9.36K","2.14%"
"2024年6月2日","68,197.5","68,042.5","68,467.5","68,042.5","-","0.83%"
"2024年5月31日","67,633.7","68,330.0","69,010.0","67,570.0","1.01K","-1.52%"
"2024年5月30日","68,675.0","67,510.0","69,670.0","67,110.0","10.69K","2.22%"
"2024年5月29日","67,185.0","68,420.0","68,965.0","67,080.0","7.98K","-1.86%"
"2024年5月28日","68,455.0","68,735.0","70,855.0","67,250.0","15.96K","-1.45%"
"2024年5月27日","69,462.5","68,700.0","70,862.5","68,347.5","-","1.15%"
"2024年5月26日","68,675.0","68,192.5","68,880.0","67,772.5","-","-1.15%"
"2024年5月24日","69,475.0","68,100.0","69,585.0","66,730.0","9.37K","3.38%"
"2024年5月23日","67,205.0","69,795.0","70,370.0","66,400.0","10.27K","-3.74%"
"2024年5月22日","69,815.0","70,060.0","71,010.0","69,410.0","6.28K","0.45%"
"2024年5月21日","69,500.0","70,115.0","72,360.0","69,420.0","11.09K","-1.33%"
"2024年5月20日","70,435.0","66,525.0","70,805.0","66,300.0","9.66K","5.85%"
"2024年5月19日","66,540.0","66,350.0","66,697.5","66,350.0","-","-1.22%"
"2024年5月17日","67,365.0","65,815.0","67,865.0","65,345.0","7.98K","2.93%"
"2024年5月16日","65,445.0","66,390.0","67,135.0","64,890.0","6.31K","-1.58%"
"2024年5月15日","66,495.0","61,925.0","66,870.0","61,540.0","12.43K","7.54%"
"2024年5月14日","61,835.0","63,295.0","63,485.0","61,350.0","5.85K","-2.59%"
"2024年5月13日","63,480.0","61,465.0","63,855.0","61,045.0","8.50K","2.73%"
"2024年5月12日","61,795.0","60,782.5","61,840.0","60,782.5","-","1.39%"
"2024年5月10日","60,950.0","62,980.0","63,890.0","60,425.0","9.61K","-3.01%"
"2024年5月9日","62,840.0","62,110.0","63,120.0","60,875.0","4.73K","0.61%"
"2024年5月8日","62,460.0","63,305.0","63,445.0","61,725.0","4.44K","-1.43%"
"2024年5月7日","63,365.0","63,905.0","64,835.0","63,160.0","3.92K","-0.35%"
"2024年5月6日","63,585.0","64,185.0","66,015.0","63,075.0","6.20K","-1.33%"
"2024年5月5日","64,440.0","62,900.0","64,732.5","62,900.0","-","2.96%"
"2024年5月3日","62,590.0","59,565.0","63,660.0","59,265.0","8.90K","4.73%"
"2024年5月2日","59,765.0","58,340.0","60,070.0","57,265.0","7.94K","4.20%"
"2024年5月1日","57,355.0","60,345.0","61,150.0","56,910.0","12.64K","-3.44%"
"2024年4月30日","59,400.0","63,645.0","65,335.0","59,300.0","12.13K","-6.38%"
"2024年4月29日","63,450.0","64,620.0","64,620.0","62,135.0","6.71K","-0.13%"
"2024年4月28日","63,535.0","64,435.0","64,557.5","63,222.5","-","-1.19%"
"2024年4月26日","64,302.1","64,740.0","64,760.0","63,645.0","0.71K","-0.62%"
"2024年4月25日","64,700.0","64,240.0","65,015.0","62,770.0","9.83K","1.28%"
"2024年4月24日","63,880.0","66,335.0","67,120.0","63,435.0","12.37K","-3.85%"
"2024年4月23日","66,435.0","66,690.0","67,340.0","65,795.0","9.40K","-0.26%"
"2024年4月22日","66,610.0","64,695.0","66,945.0","64,495.0","10.18K","2.51%"
"2024年4月21日","64,977.5","63,992.5","65,142.5","63,990.0","-","0.97%"
"2024年4月19日","64,355.0","63,680.0","65,640.0","59,635.0","12.74K","1.09%"
"2024年4月18日","63,660.0","61,425.0","64,390.0","61,005.0","12.01K","4.14%"
"2024年4月17日","61,130.0","64,125.0","64,665.0","59,705.0","15.39K","-2.84%"
"2024年4月16日","62,920.0","63,560.0","64,085.0","61,895.0","9.65K","-1.01%"
"2024年4月15日","63,560.0","64,100.0","67,215.0","62,560.0","15.20K","-3.91%"
"2024年4月14日","66,145.0","67,800.0","67,800.0","63,897.5","-","-1.53%"
"2024年4月12日","67,170.0","70,570.0","71,805.0","65,375.0","14.42K","-5.13%"
"2024年4月11日","70,800.0","70,460.0","71,770.0","69,850.0","7.18K","0.55%"
"2024年4月10日","70,410.0","69,565.0","70,560.0","67,770.0","10.23K","1.52%"
"2024年4月9日","69,355.0","72,185.0","72,455.0","68,545.0","9.48K","-3.82%"
"2024年4月8日","72,110.0","69,105.0","73,380.0","69,080.0","10.26K","3.36%"
"2024年4月7日","69,765.0","67,902.5","69,900.0","67,902.5","-","2.97%"
"2024年4月5日","67,755.0","68,230.0","69,160.0","66,300.0","7.99K","-1.58%"
"2024年4月4日","68,840.0","66,250.0","69,910.0","65,425.0","9.23K","3.82%"
"2024年4月3日","66,305.0","65,865.0","67,455.0","64,910.0","6.32K","-0.37%"
"2024年4月2日","66,550.0","70,340.0","70,555.0","65,000.0","10.55K","-5.44%"
"2024年4月1日","70,380.0","71,500.0","72,230.0","68,590.0","8.08K","-2.52%"
"2024年3月31日","72,200.0","71,642.5","72,247.5","71,500.0","-","1.01%"
"2024年3月29日","71,480.0","71,480.0","71,480.0","71,480.0","-","0.26%"
"2024年3月28日","71,296.2","68,860.0","71,570.0","68,840.0","1.73K","3.88%"
"2024年3月27日","68,635.0","69,915.0","71,765.0","68,305.0","10.71K","-1.16%"
"2024年3月26日","69,440.0","70,095.0","71,595.0","69,330.0","13.92K","-2.38%"
"2024年3月25日","71,130.0","66,505.0","71,425.0","66,390.0","17.48K","5.68%"
"2024年3月24日","67,310.0","63,460.0","67,757.5","63,460.0","-","5.21%"
"2024年3月22日","63,975.0","65,710.0","66,750.0","62,655.0","11.34K","-2.20%"
"2024年3月21日","65,415.0","67,990.0","68,400.0","64,600.0","12.96K","-0.87%"
"2024年3月20日","65,990.0","64,130.0","68,020.0","61,020.0","13.91K","2.16%"
"2024年3月19日","64,595.0","67,755.0","68,385.0","62,485.0","13.85K","-3.85%"
"2024年3月18日","67,180.0","68,480.0","69,275.0","66,830.0","8.67K","-2.27%"
"2024年3月17日","68,740.0","68,247.5","69,297.5","68,247.5","-","-0.61%"
"2024年3月15日","69,165.0","71,055.0","72,870.0","66,125.0","15.86K","-0.63%"
"2024年3月14日","69,600.0","73,800.0","74,415.0","68,805.0","12.64K","-5.84%"
"2024年3月13日","73,915.0","71,370.0","74,365.0","71,210.0","7.79K","2.95%"
"2024年3月12日","71,800.0","73,100.0","73,775.0","69,125.0","13.57K","-1.18%"
"2024年3月11日","72,660.0","69,660.0","73,550.0","67,550.0","12.90K","4.40%"
"2024年3月10日","69,597.5","69,445.0","70,272.5","68,900.0","-","-0.30%"
"2024年3月8日","69,805.0","68,015.0","71,055.0","66,755.0","11.25K","2.11%"
"2024年3月7日","68,365.0","66,855.0","68,840.0","66,060.0","8.06K","0.89%"
"2024年3月6日","67,760.0","63,935.0","68,200.0","63,385.0","13.35K","8.55%"
"2024年3月5日","62,425.0","68,665.0","70,195.0","60,120.0","24.39K","-8.84%"
"2024年3月4日","68,480.0","63,760.0","68,765.0","63,055.0","14.72K","6.99%"
"2024年3月3日","64,005.0","64,115.0","64,315.0","63,570.0","-","0.28%"
"2024年3月1日","63,825.0","62,005.0","64,065.0","61,490.0","10.10K","1.70%"
"2024年2月29日","62,760.0","61,940.0","64,325.0","60,975.0","18.02K","3.10%"
"2024年2月28日","60,870.0","57,700.0","64,990.0","57,350.0","24.50K","5.64%"
"2024年2月27日","57,620.0","55,430.0","58,335.0","55,250.0","13.23K","4.21%"
"2024年2月26日","55,290.0","52,320.0","55,740.0","51,460.0","11.81K","5.26%"
"2024年2月25日","52,525.0","51,550.0","52,632.5","51,550.0","-","3.08%"
"2024年2月23日","50,958.0","51,430.0","51,465.0","50,760.0","0.99K","-2.08%"
"2024年2月22日","52,040.0","51,495.0","52,175.0","50,935.0","9.29K","2.13%"
"2024年2月21日","50,955.0","52,330.0","52,670.0","50,630.0","12.76K","-2.18%"
"2024年2月20日","52,090.0","52,425.0","53,200.0","50,830.0","16.70K","0.37%"
"2024年2月19日","51,900.0","52,280.0","52,685.0","51,785.0","-","-0.73%"
"2024年2月18日","52,280.0","52,135.0","52,600.0","52,135.0","-","0.49%"
"2024年2月16日","52,025.0","51,825.0","52,855.0","51,825.0","8.91K","0.13%"
"2024年2月15日","51,955.0","52,165.0","53,145.0","51,605.0","9.41K","-0.07%"
"2024年2月14日","51,990.0","49,650.0","52,390.0","49,535.0","10.32K","4.73%"
"2024年2月13日","49,640.0","50,285.0","50,730.0","48,600.0","9.23K","-1.63%"
"2024年2月12日","50,465.0","48,460.0","50,675.0","47,950.0","9.06K","3.76%"
"2024年2月11日","48,637.5","47,967.5","48,800.0","47,967.5","-","1.82%"
"2024年2月9日","47,770.0","45,535.0","48,505.0","45,535.0","11.05K","4.42%"
"2024年2月8日","45,750.0","44,410.0","45,885.0","44,410.0","8.76K","3.02%"
"2024年2月7日","44,410.0","43,470.0","44,695.0","42,930.0","7.44K","2.55%"
"2024年2月6日","43,305.0","42,695.0","43,645.0","42,590.0","4.92K","1.76%"
"2024年2月5日","42,555.0","42,790.0","43,810.0","42,340.0","6.74K","-0.57%"
"2024年2月4日","42,797.5","43,080.0","43,080.0","42,720.0","-","-0.90%"
"2024年2月2日","43,185.0","43,215.0","43,785.0","42,810.0","4.78K","-0.21%"
"2024年2月1日","43,275.0","42,930.0","43,600.0","42,100.0","6.57K","1.07%"
"2024年1月31日","42,815.0","43,705.0","44,120.0","42,575.0","7.80K","-2.45%"
"2024年1月30日","43,890.0","43,445.0","44,255.0","43,435.0","7.26K","0.83%"
"2024年1月29日","43,530.0","42,190.0","43,665.0","42,040.0","7.39K","2.70%"
"2024年1月28日","42,387.5","42,232.5","42,445.0","42,047.5","-","2.57%"
"2024年1月26日","41,327.2","39,970.0","41,565.0","39,840.0","1.67K","3.97%"
"2024年1月25日","39,750.0","39,945.0","40,315.0","39,545.0","7.38K","0.13%"
"2024年1月24日","39,700.0","39,450.0","40,540.0","39,450.0","11.88K","1.19%"
"2024年1月23日","39,235.0","39,755.0","40,170.0","38,540.0","12.70K","-2.35%"
"2024年1月22日","40,180.0","41,600.0","41,665.0","39,345.0","13.32K","-3.22%"
"2024年1月21日","41,517.5","41,767.5","41,767.5","41,452.5","-","-0.16%"
"2024年1月19日","41,585.0","41,300.0","42,165.0","40,300.0","11.09K","1.72%"
"2024年1月18日","40,880.0","42,745.0","42,945.0","40,590.0","13.04K","-4.51%"
"2024年1月17日","42,810.0","43,370.0","43,405.0","42,215.0","7.60K","-1.12%"
"2024年1月16日","43,295.0","42,365.0","43,675.0","41,705.0","14.37K","1.86%"
"2024年1月15日","42,505.0","41,717.5","43,372.5","41,697.5","-","1.88%"
"2024年1月14日","41,722.5","43,670.0","43,670.0","41,702.5","-","-4.50%"
"2024年1月12日","43,690.0","46,505.0","46,685.0","43,165.0","19.48K","-5.74%"
"2024年1月11日","46,350.0","47,080.0","49,435.0","45,700.0","26.66K","0.05%"
"2024年1月10日","46,325.0","46,405.0","47,075.0","44,505.0","18.56K","-1.53%"
"2024年1月9日","47,045.0","47,495.0","48,500.0","45,270.0","13.49K","-0.55%"
"2024年1月8日","47,305.0","44,300.0","47,800.0","43,490.0","13.42K","6.77%"
"2024年1月7日","44,305.0","44,715.0","44,715.0","44,047.5","-","-0.18%"
"2024年1月5日","44,385.0","44,845.0","44,870.0","43,160.0","6.45K","-0.55%"
"2024年1月4日","44,630.0","43,285.0","45,425.0","43,005.0","8.08K","3.60%"
"2024年1月3日","43,080.0","45,500.0","46,015.0","41,110.0","15.00K","-4.96%"
"2024年1月2日","45,330.0","43,965.0","47,095.0","43,965.0","19.34K","-0.71%"
"2024年1月1日","45,652.5","42,275.0","45,745.0","42,275.0","-","6.97%"
"2023年12月29日","42,679.7","42,675.0","43,115.0","42,215.0","0.55K","0.39%"
"2023年12月28日","42,515.0","43,450.0","43,895.0","42,265.0","6.59K","-2.41%"
"2023年12月27日","43,565.0","42,475.0","43,685.0","42,150.0","9.10K","3.36%"
"2023年12月26日","42,150.0","43,740.0","43,760.0","41,645.0","11.16K","-3.38%"
"2023年12月25日","43,625.0","43,960.0","43,960.0","43,435.0","-","-0.32%"
"2023年12月22日","43,765.0","44,110.0","44,640.0","43,495.0","9.11K","-0.22%"
"2023年12月21日","43,860.0","43,770.0","44,465.0","43,470.0","8.47K","0.53%"
"2023年12月20日","43,630.0","42,455.0","44,585.0","42,305.0","10.59K","3.00%"
"2023年12月19日","42,360.0","42,770.0","43,670.0","41,905.0","9.27K","0.61%"
"2023年12月18日","42,105.0","41,950.0","42,995.0","40,705.0","6.93K","1.45%"
"2023年12月17日","41,505.0","42,632.5","42,647.5","41,430.0","-","-2.20%"
"2023年12月15日","42,440.0","43,285.0","43,455.0","41,855.0","6.43K","-1.62%"
"2023年12月14日","43,140.0","43,350.0","43,710.0","41,935.0","8.29K","-0.16%"
"2023年12月13日","43,210.0","41,445.0","43,505.0","40,800.0","7.73K","4.23%"
"2023年12月12日","41,455.0","41,530.0","42,295.0","40,895.0","6.93K","1.02%"
"2023年12月11日","41,035.0","44,320.0","44,320.0","40,450.0","14.41K","-7.10%"
"2023年12月10日","44,170.0","45,127.5","45,305.0","43,985.0","-","-1.65%"
"2023年12月8日","44,910.0","43,595.0","45,260.0","43,515.0","7.01K","2.77%"
"2023年12月7日","43,700.0","44,220.0","44,555.0","43,355.0","7.77K","-1.16%"
"2023年12月6日","44,215.0","44,770.0","44,775.0","43,815.0","9.16K","-0.17%"
